supermercado,provincia,localidad,direccion,latitude,longitude
Carrefour Hipermercado,Buenos Aires,Malvinas Argentinas,Av. Arturo Illia 3770,-34.5306222,-58.7018381
Carrefour Market,Corrientes,Corrientes,Junín 1336,-27.4679505,-58.8339844
Carrefour Hipermercado,Salta,Salta,20 de Febrero 37,-24.7890394,-65.4138539
Carrefour Market,Buenos Aires,Bahía Blanca,Brown 51,-38.7205696,-62.2678689
Carrefour Market,Capital Federal,CABA,Av. Rivadavia 6538,-34.6274042,-58.4581933
Carrefour Market,Capital Federal,CABA,Av. Santa Fe 1954,-34.5958983,-58.395478
Carrefour Market,Capital Federal,CABA,Vicente López 1676,-34.5919731,-58.3897104
Carrefour Market,Córdoba,Río Cuarto,Sobremonte 902,-33.1254678,-64.34927
Carrefour Hipermercado,Buenos Aires,San Justo,Av. Don Bosco 2680,-34.6774186,-58.5607837
Carrefour Market,Capital Federal,CABA,Av. Cabildo 2441,-34.5586688,-58.459308
Carrefour Market,Jujuy,San Salvador de Jujuy,Belgrano 823,-24.1789638,-65.3050687
Carrefour Hipermercado,San Juan,San Juan,Gral. Acha 32,-31.5370909,-68.5251802
Carrefour Market,Entre Ríos,Paraná,Uruguay 35,-31.7303967,-60.5287233
Carrefour Hipermercado,Chubut,Comodoro Rivadavia,Pellegrini 851,-45.861549,-67.4797732
Carrefour Market,Buenos Aires,Mar del Plata,Catamarca 1965,-37.9989939,-57.5536757
Carrefour Market,Catamarca,San Fernando del Valle de Catamarca,Rivadavia 945,-28.4727763,-65.7785849
Carrefour Market,Buenos Aires,Tandil,9 de Julio 548,-37.3262564,-59.1350474
Carrefour Market,La Rioja,La Rioja,25 de Mayo 151,-29.1659996,-67.4966323
Carrefour Hipermercado,Río Negro,General Roca,25 de Mayo 622,-39.0305806,-67.5738383
Carrefour Market,San Luis,San Luis,Pringles 963,-33.3028342,-66.3368643
Carrefour Market,Entre Ríos,Concordia,Entre Ríos 635,-31.3969227,-58.0185065
Carrefour Market,Buenos Aires,Olavarría,Rivadavia 2846,-36.8935193,-60.3218656
Carrefour Market,Formosa,Formosa,España 198,-26.1815232,-58.1666573
Carrefour Hipermercado,Tierra del Fuego,Río Grande,Av. San Martín 685,-53.7855884,-67.7035158
Carrefour Market,Buenos Aires,La Plata,Calle 12 1200,-34.9230722,-57.9499161
Carrefour Market,Chubut,Trelew,9 de Julio 194,-43.2533615,-65.3157302
Carrefour Hipermercado,La Pampa,Santa Rosa,Avellaneda 151,-36.6182937,-64.2911357
Carrefour Market,Capital Federal,CABA,Av. Rivadavia 999,-34.6083222,-58.3805083
Carrefour Hipermercado,Río Negro,Bariloche,Francisco Pascacio Moreno 909,-41.1357951,-71.3036725
Carrefour Hipermercado,Buenos Aires,San Martín,Av. San Martín 420,-37.4649187,-61.9308561
Carrefour Market,Capital Federal,CABA,Av. Rivadavia 2243,-34.6095451,-58.3982905
Carrefour Express,Córdoba,Córdoba,San Jerónimo 444,-31.3149377,-64.3024158
Carrefour Hipermercado,Buenos Aires,San Nicolás de los Arroyos,Bartolomé Mitre 264,-33.3315917,-60.2205246
Carrefour Hipermercado,Neuquén,Neuquén,Av. Coronel Olascoaga 350,-39.2397274,-70.9161043
Carrefour Hipermercado,Corrientes,Corrientes,Av. Ferré 2985,-27.4773014,-58.815497
Carrefour Hipermercado,Buenos Aires,Monte Grande,Camino de Cintura 2200,-38.9808116,-61.2499769
Carrefour Hipermercado,Tierra del Fuego,Ushuaia,12 de Octubre 169,-54.807306,-68.3084133
Carrefour Hipermercado,Chubut,Trelew,Soberanía Nacional 140,-43.2590643,-65.3122867
Carrefour Express,Capital Federal,CABA,Rojas 726,-34.6125961,-58.4450281
Carrefour Market,Chubut,Puerto Madryn,28 de Julio 136,-42.7666178,-65.0353194
Carrefour Maxi,Jujuy,San Salvador de Jujuy,Balcarce 408,-24.1850487,-65.3055319
Carrefour Maxi,Jujuy,San Salvador de Jujuy,Av. 19 de Abril 779,-24.1887798,-65.301166
Carrefour Hipermercado,Mendoza,Guaymallén,Av. Acceso Este Lateral Sur,-32.8981801,-68.8151362
Carrefour Express,Salta,Salta,Av. Bicentenario Batalla de Salta 702,-24.7892946,-65.4103194
Carrefour Express,Mendoza,Mendoza,San Juan 1128,-32.8906081,-68.8372029
Carrefour Express,Capital Federal,CABA,Avenida Independencia 2054,-34.6184434,-58.3953089
Carrefour Hipermercado,Salta,Salta,Av. Entre Ríos 1816,-24.7796064,-65.4273813
Carrefour Market,Tucumán,San Miguel de Tucumán,24 de Septiembre 653,-26.8387609,-65.2395113
Carrefour Market,Tucumán,San Miguel de Tucumán,San Martín 344,-26.8301715,-65.2021144
Carrefour Hipermercado,Catamarca,San Fernando del Valle de Catamarca,Hipólito Yrigoyen 1283,-28.4769964,-65.7786778
Carrefour Hipermercado,Chubut,Puerto Madryn,Gales 1315,-42.7748478,-65.0493839
Carrefour Hipermercado,Santa Fe,Rosario,Av. Circunvalación,-32.8738006,-60.7024585
Carrefour Hipermercado,Tierra del Fuego,Río Grande,Perú 76,-53.7743044,-67.721401
Carrefour Market,Entre Ríos,Paraná,Santa Fe 606,-31.7227893,-60.5292308
Carrefour Market,Capital Federal,CABA,Juramento 2971,-34.5650148,-58.461976
Carrefour Hipermercado,Buenos Aires,Maschwitz,Juan Bautista Alberdi 555,-34.4116304,-58.5901053
Carrefour Market,La Pampa,Santa Rosa,Spinetto 1230,-36.6041343,-64.280598
Carrefour Maxi,Buenos Aires,Escobar,Gelves 530,-34.3296412,-58.809144
Carrefour Market,Capital Federal,CABA,Av. Corrientes 1160,-34.6038376,-58.3835182
Carrefour Market,Buenos Aires,Mar del Plata,Córdoba 1830,-38.0006006,-57.5476972
Carrefour Express,Córdoba,Córdoba,Jacinto de Altolaguirre 1679,-31.4800061,-64.1423307
Carrefour Market,Capital Federal,CABA,Olazábal 4734,-34.5744414,-58.4820651
Carrefour Market,Capital Federal,CABA,Av. Cabildo 3190,-34.5528808,-58.4653027
Carrefour Express,Capital Federal,CABA,Av. Córdoba 1439,-34.5991911,-58.3873939
Carrefour Hipermercado,Buenos Aires,Vicente López,Av. del Libertador 215,-34.5314199,-58.4664989
Carrefour Maxi,Buenos Aires,Avellaneda,Av. Presidente Hipólito Yrigoyen 299,-34.6648394,-58.3628061
Carrefour Express,Capital Federal,CABA,Av. Rivadavia 8421,-34.6337427,-58.482081
Carrefour Market,Buenos Aires,Carapachay,Independencia 3067,-34.5275381,-58.5358906
Carrefour Market,Buenos Aires,San Isidro,Av. Juan Segundo Fernández 1235,-34.4922102,-58.5471219
Carrefour Market,Buenos Aires,Villa Celina,Lacroze 5910,-34.7013584,-58.4864784
Carrefour Hipermercado,Buenos Aires,Olivos,Gob. Ugarte 1980,-34.5110708,-58.4901197
Carrefour Market,Buenos Aires,Ciudad Jardín del Palomar,De Los Ceibos 233,-34.6026627,-58.5936769
Carrefour Market,Capital Federal,CABA,Beruti 2951,-34.5899773,-58.4052855
Carrefour Express,Capital Federal,CABA,Av. San Juan 560,-34.6220277,-58.3735538
Carrefour Market,Buenos Aires,Campana,Av. Mitre 1085,-34.1627308,-58.9656032
Carrefour Market,Buenos Aires,Martínez,Av. del Libertador 13060,-34.4903732,-58.4850767
Carrefour Hipermercado,Buenos Aires,Moreno,Av. Gaona y Graham Bell,-34.6396556,-58.7898326
Carrefour Hipermercado,Buenos Aires,Zárate,Av. Lavalle 1879,-34.119507,-59.0189451
Carrefour Market,Buenos Aires,Martínez,Sáenz Valiente 206,-34.4874887,-58.5060026
Carrefour Market,Buenos Aires,Villa Ballester,América 4006,-34.5509077,-58.5559691
Carrefour Express,Capital Federal,CABA,Paraguay 919,-34.5976855,-58.3800657
Carrefour Hipermercado,Capital Federal,CABA,José Pedro Varela 4750,-34.6108859,-58.5160865
Carrefour Market,Capital Federal,CABA,Av. Raúl Scalabrini Ortiz 3128,-34.5994883,-58.4381655
Carrefour Market,Buenos Aires,Vicente López,Av. Maipú 940,-34.5294225,-58.4813987
Carrefour Hipermercado,Buenos Aires,San Miguel,Av. Pdte. J. D. Perón 111,-34.543006,-58.711966
Carrefour Market,Buenos Aires,Hurlingham,Av. Vergara 4121,-34.6026408,-58.6354268
Carrefour Hipermercado,Capital Federal,CABA,Av. Donato Álvarez 1351,-34.5937038,-58.4688851
Carrefour Hipermercado,Buenos Aires,Mar del Plata,Av. Constitución 7598,-37.9421929,-57.5997039
Carrefour Hipermercado,Capital Federal,CABA,Av. Roosevelt 5749,-34.5775761,-58.4946241
Carrefour Maxi,Buenos Aires,Tigre,Almirante Brown 371,-34.43309,-58.5657497
Carrefour Express,Córdoba,Córdoba,Paraná 473,-31.4236505,-64.1796743
Carrefour Express,Córdoba,Córdoba,Octavio Pinto 2665,-31.3893211,-64.2155002
Carrefour Express,Córdoba,Córdoba,Av. Ambrosio Olmos 929,-31.4318675,-64.1916728
Carrefour Express,Córdoba,Córdoba,Jose Roque Funes 1145,-31.3801503,-64.2449867
Carrefour Market,Buenos Aires,Martínez,Santa Fe 2349,-34.492914,-58.4996644
Carrefour Hipermercado,Buenos Aires,Bernal,Av. Dardo Rocha 849,-34.7151264,-58.29864
Carrefour Hipermercado,Buenos Aires,Pergamino,Santiago del Estero 1351,-33.9009649,-60.5517414
Carrefour Hipermercado,Buenos Aires,Adrogué,Hipólito Yrigoyen 13500,-34.8116715,-58.399603
Carrefour Hipermercado,Buenos Aires,Lomas de Zamora,Oliden 450,-34.7688272,-58.4112004
Carrefour Hipermercado,Buenos Aires,Campana,Colectora Norte 1647,-34.1865177,-58.945458
Carrefour Hipermercado,Entre Ríos,Concordia,Av. Eva Perón 2250,-31.3684216,-58.0128039
Carrefour Hipermercado,Buenos Aires,Don Torcuato,Av. Ángel T. de Alvear 1960,-34.4886587,-58.6266492
Carrefour Hipermercado,San Luis,Villa Mercedes,Av. 25 de Mayo 876,-33.6457876,-65.4599881
Carrefour Express,Capital Federal,Flores,Avenida Rivadavia 7070,-34.6296494,-58.4649879
Carrefour Market,Capital Federal,CABA,Av. Nazca 2951,-34.6020574,-58.4892497
Carrefour Hipermercado,Buenos Aires,General Pacheco,Boulogne Sur Mer 301,-34.4608112,-58.6296031
Carrefour Hipermercado,Córdoba,Córdoba,Av. O'Higgins 3765,-31.4560127,-64.1673978
Carrefour Hipermercado,Entre Ríos,Gualeguaychú,Av. Primera Junta,-33.0010487,-58.5217158
Carrefour Hipermercado,Buenos Aires,Luján,Av. Pellegrini 1050,-34.5616083,-59.1038215
Carrefour Market,Entre Ríos,Paraná,San Juan 609,-31.7269962,-60.5240793
Carrefour Maxi,Entre Ríos,Paraná,Hipólito Yrigoyen 223,-31.8688244,-60.0069033
Carrefour Express,Capital Federal,CABA,Av. San Martín 2999,-34.602151,-58.4671388
Carrefour Express,Capital Federal,CABA,Av. La Plata 430,-34.6198356,-58.4281001
Carrefour Market,Entre Ríos,Paraná,Av. de las Américas 1731,-31.7849048,-60.5174401
Carrefour Hipermercado,Buenos Aires,San Fernando,Ruta 202,-34.4433396,-58.5560882
Carrefour Express,Capital Federal,CABA,Carlos Pellegrini 587,-34.6015328,-58.3809324
Carrefour Express,Capital Federal,CABA,Arce 728,-34.5687444,-58.4348341
Carrefour Market,Buenos Aires,Acassuso,Av. del Libertador 14893,-34.4766709,-58.4976521
Carrefour Market,Buenos Aires,Olivos,Av. Maipú 3393,-34.504475,-58.4936636
Carrefour Market,Buenos Aires,San Isidro,Diego Carman 451,-34.495238,-58.5455654
Carrefour Maxi,Buenos Aires,Pergamino,Bvard. Rocha 1352,-33.897495,-60.575046
Carrefour Market,Buenos Aires,San Nicolás,Av. Moreno 10,-33.3361215,-60.2227831
Carrefour Express,Capital Federal,CABA,Av. Independencia 1520,-34.6180085,-58.3878265
Carrefour Market,Capital Federal,CABA,Av. Mosconi 2861,-34.5856808,-58.5018707
Carrefour Hipermercado,Santa Fe,Venado Tuerto,Bvard. 12 de Octubre 1060,-33.7455871,-61.9686068
Carrefour Hipermercado,Capital Federal,CABA,Warnes 2707,-34.596948,-58.4767769
Carrefour Express,Capital Federal,CABA,Av. Gral. Las Heras 2397,-34.6095579,-58.3887904
Carrefour Express,Mendoza,Mendoza,Rivadavia 57,-32.8915402,-68.8404048
Carrefour Market,Entre Ríos,Paraná,Santos Domínguez 808,-31.7543228,-60.5084703
Carrefour Market,Entre Ríos,Paraná,México 404,-31.7253971,-60.5334952
Carrefour Express,Capital Federal,CABA,Av. Ángel Gallardo 30,-34.6024276,-58.432536
Carrefour Maxi,Entre Ríos,Paraná,Av. Don Bosco 465,-31.7360325,-60.4964775
Carrefour Express,Mendoza,Mendoza,Roque Saenz Peña 121,-33.0380585,-68.8816259
Carrefour Hipermercado,Santa Fe,Rosario,Pueyrredón 747,-32.9422897,-60.6571474
Carrefour Express,Mendoza,Mendoza,Tiburcio Benegas 2306,-32.8752468,-68.8475292
Carrefour Express,Córdoba,Villa Carlos Paz,José Ingenieros 59,-31.4226687,-64.4968088
Carrefour Market,Capital Federal,CABA,Av. Monroe 1655,-34.5651633,-58.4709104
Carrefour Market,Buenos Aires,San Fernando,Av. Pdte. Tte. Gral. J. D. Perón 1350,-34.4471919,-58.5701505
Carrefour Express,Capital Federal,CABA,Av. Cabildo 3722,-34.5488872,-58.4684819
Carrefour Market,Capital Federal,CABA,Av. Raúl Scalabrini Ortiz 1840,-34.5894194,-58.4229236
Carrefour Maxi,Buenos Aires,José León Suárez,Av. Brigadier Juan Manuel de Rosas 1271,-34.5261616,-58.5725244
Carrefour Hipermercado,Buenos Aires,Pilar,Av. Lagomarsino 905,-34.4180851,-58.7757357
Carrefour Express,Córdoba,Córdoba,Av. Sagrada Familia 1305,-31.3877275,-64.2284862
Carrefour Market,Mendoza,Mendoza,Av. Colón 324,-32.8945346,-68.8448991
Carrefour Express,Mendoza,Mendoza,Av. Las Heras 306,-32.5923257,-69.3442744
Carrefour Express,Mendoza,Tupungato,Avenida Belgrano 1170,-33.3640335,-69.1440466
Carrefour Market,Mendoza,Luján de Cuyo,Azcuénaga 51,-33.0366274,-68.8785576
Carrefour Hipermercado,Mendoza,Mendoza,Las Heras 798,-32.8846223,-68.8482891
Carrefour Express,Capital Federal,CABA,Piedras 383,-34.6125328,-58.377655
Carrefour Hipermercado,Chubut,Comodoro Rivadavia,Av. Polonia 1340,-45.8624064,-67.5441458
Carrefour Maxi,Buenos Aires,Ituzaingó,Blas Parera 651,-34.6689561,-58.6631904
Carrefour Market,Córdoba,Alto Verde,Bvard. Granaderos 2906,-31.3708179,-64.2166823
Carrefour Market,Buenos Aires,Olavarría,Av. del Valle 4379,-36.9083791,-60.3142281
Carrefour Hipermercado,Buenos Aires,General Rodríguez,Bernardo de Irigoyen 1500,-34.6086065,-58.9531094
Carrefour Express,Capital Federal,CABA,Formosa 565,-34.6213203,-58.436228
Carrefour Express,Capital Federal,CABA,Arenales 975,-34.5940272,-58.381044
Carrefour Hipermercado,Capital Federal,CABA,Av. Gral. Paz 12950,-34.6646681,-58.5145669
Carrefour Express,Capital Federal,CABA,Gral. Deheza 2239,-34.6095579,-58.3887904
Carrefour Express,Capital Federal,CABA,Av. Pueyrredón 2464,-34.5858302,-58.3941353
Carrefour Express,Capital Federal,CABA,Esmeralda 823,-34.5985615,-58.3782353
Carrefour Express,Capital Federal,CABA,Talcahuano 841,-34.5987382,-58.3854291
Carrefour Express,Capital Federal,CABA,Suipacha 726,-34.5998573,-58.3798069
Carrefour Express,Capital Federal,CABA,Fray Justo Sta. María de Oro 2709,-34.5772073,-58.4223061
Carrefour Express,Capital Federal,CABA,Av. Gral. Las Heras 1936,-34.6095579,-58.3887904
Carrefour Express,Capital Federal,CABA,Campana 3050,-34.6026551,-58.4963808
Carrefour Hipermercado,Buenos Aires,Tandil,Panamá 351,-37.3237172,-59.1140063
Carrefour Express,Capital Federal,CABA,Chivilicoy 3840,-34.6095579,-58.3887904
Carrefour Express,Capital Federal,CABA,Monroe 2771,-34.5602149,-58.4633444
Carrefour Express,Capital Federal,CABA,Cerviño 4634,-34.5754222,-58.4228635
Carrefour Express,Capital Federal,CABA,Montañeses 2267,-34.5558509,-58.4501149
Carrefour Express,Capital Federal,CABA,Av. Segurola 2344,-34.6232264,-58.496173
Carrefour Express,Capital Federal,CABA,José Pedro Varela 3191,-34.5983624,-58.4972497
Carrefour Express,Capital Federal,CABA,Ramón Falcón 2402,-34.6301877,-58.4623012
Carrefour Express,Capital Federal,CABA,Anchorena 1253,-34.6088795,-58.4120171
Carrefour Express,Capital Federal,CABA,Arroyo 859,-34.5914712,-58.3793738
Carrefour Hipermercado,Santa Fe,Rosario,C. Pellegrini 3250,-32.9487049,-60.7129179
Carrefour Express,Capital Federal,CABA,Sucre 2480,-34.5644065,-58.4557728
Carrefour Express,Capital Federal,CABA,Del Carril 3210,-34.5933957,-58.5021902
Carrefour Express,Capital Federal,CABA,Montes de Oca 304,-34.6322717,-58.3759551
Carrefour Express,Capital Federal,CABA,Directorio 1766,-34.629461,-58.4428148
Carrefour Express,Capital Federal,CABA,Vidal 2357,-34.5617535,-58.4623521
Carrefour Express,Capital Federal,CABA,Av. Álvarez Jonte 4872,-34.6330663,-58.5203331
Carrefour Express,Capital Federal,CABA,Av. Gral. Las Heras 2643,-34.6095579,-58.3887904
Carrefour Express,Capital Federal,CABA,Godoy Cruz 2793,-34.5778409,-58.4244007
Carrefour Express,Capital Federal,CABA,Lavalle 1749,-34.6030506,-58.3917695
Carrefour Hipermercado,Santa Fe,Rosario,Necochea 2579,-32.9696138,-60.6286487
Carrefour Express,Capital Federal,CABA,Fitz Roy 2470,-34.5778231,-58.4292209
Carrefour Express,Capital Federal,CABA,Charcas 3171,-34.5924419,-58.4109144
Carrefour Express,Capital Federal,CABA,Paraguay 521,-34.5973667,-58.3745179
Carrefour Express,Capital Federal,CABA,Cuba 2776,-34.554692,-58.4602582
Carrefour Express,Capital Federal,CABA,Charcas 3315,-34.5914279,-58.412432
Carrefour Express,Capital Federal,CABA,Av. Federico Lacroze 2566,-34.572185,-58.446025
Carrefour Express,Capital Federal,CABA,Tucumán 831,-34.6011892,-58.3786502
Carrefour Express,Capital Federal,CABA,Av. de Los Incas 4466,-34.5811869,-58.4738957
Carrefour Express,Capital Federal,CABA,Ortega y Gasset 1876,-34.5706606,-58.4328484
Carrefour Express,Capital Federal,CABA,Viamonte 351,-34.5995719,-58.3720537
Carrefour Express,Capital Federal,CABA,Amenábar 1187,-34.569976,-58.4504181
Carrefour Express,Capital Federal,CABA,Marcelo T. de Alvear 2251,-34.596848,-58.3995834
Carrefour Express,Capital Federal,CABA,Suárez 1599,-34.6384273,-58.3732621
Carrefour Express,Capital Federal,CABA,José Andrés Pacheco de Melo 2648,-34.5868324,-58.4014832
Carrefour Express,Capital Federal,CABA,Av. Rivadavia 3421,-34.6106368,-58.414826
Carrefour Express,Capital Federal,CABA,Av. Cabildo 34,-34.5748846,-58.4360293
Carrefour Express,Capital Federal,CABA,Echeverría 2067,-34.5609948,-58.4526832
Carrefour Express,Capital Federal,CABA,Rodríguez Peña 1185,-34.595113,-58.3919149
Carrefour Express,Capital Federal,CABA,Paraná 1053,-34.601182,-58.3880781
Carrefour Express,Capital Federal,CABA,Av. Pueyrredón 1054,-34.5843761,-58.390992
Carrefour Hipermercado,Buenos Aires,Ituzaingó,Av. Ing. Ratti 1860,-34.6583293,-58.6671441
Carrefour Express,Capital Federal,CABA,Av. de Los Incas 5174,-34.5867048,-58.481274
Carrefour Express,Capital Federal,CABA,Moldes 1718,-34.5671706,-58.4565653
Carrefour Express,Capital Federal,CABA,Av. Directorio 1063,-34.6291701,-58.4424897
Carrefour Express,Capital Federal,CABA,Av. Independencia 1833,-34.6180401,-58.3922848
Carrefour Express,Capital Federal,CABA,Ciudad de la Paz 353,-34.5740809,-58.4418532
Carrefour Express,Capital Federal,CABA,Nazca 1944,-34.612048,-58.4810869
Carrefour Express,Capital Federal,CABA,Estado de Israel 4309,-34.5978525,-58.4269009
Carrefour Express,Capital Federal,CABA,Cuba 2919,-34.5533694,-58.4620097
Carrefour Express,Capital Federal,CABA,Av. Caseros 2864,-34.6368256,-58.4032026
Carrefour Express,Capital Federal,CABA,Av. Juan Bautista Alberdi 371,-34.6227727,-58.4331084
Carrefour Express,Capital Federal,CABA,Olazábal 5483,-34.5789816,-58.4904307
Carrefour Express,Capital Federal,CABA,11 de Septiembre 3910,-34.5368595,-58.4677395
Carrefour Express,Capital Federal,CABA,Dr. Rómulo Naón 2401,-34.5592451,-58.4793105
Carrefour Express,Capital Federal,CABA,Esmeralda 428,-34.6031129,-58.3781471
Carrefour Express,Capital Federal,CABA,Álvarez Jonte 3709,-34.6132721,-58.4936448
Carrefour Express,Capital Federal,CABA,Maipú 26,-34.6077943,-58.3764979
Carrefour Express,Capital Federal,CABA,Otamendi 454,-34.6113765,-58.4336599
Carrefour Market,Capital Federal,CABA,Av. Córdoba 2529,-34.5987831,-58.4028559
Carrefour Market,Capital Federal,CABA,Av. Belgrano 1160,-34.6121919,-58.3675959
Carrefour Market,Buenos Aires,Adrogué,Seguí 849,-34.8089908,-58.4138095
Carrefour Market,Capital Federal,CABA,Av. Santa Fe 5234,-34.5760203,-58.4336253
Carrefour Market,Capital Federal,CABA,Av. Rivadavia 5973,-34.6235446,-58.4490838
Carrefour Express,Capital Federal,CABA,Av. Cabildo 2865,-34.5557351,-58.4619635
Carrefour Express,Capital Federal,CABA,Jorge Luis Borges 2463,-34.5823462,-58.4211382
Carrefour Express,Capital Federal,CABA,Av. Santa Fe 4489,-34.5791646,-58.4240098
Carrefour Express,Capital Federal,CABA,Av. Federico Lacroze 4106,-34.5730165,-58.4465853
Carrefour Express,Capital Federal,CABA,Av. San Martín 2289,-34.604041,-58.4597474
Carrefour Express,Capital Federal,CABA,Av. Corrientes 5980,-34.5936132,-58.4457245
Carrefour Express,Capital Federal,CABA,Av. Rivadavia 9436,-34.6372369,-58.4970848
Carrefour Express,Capital Federal,CABA,Av. del Barco Centenera 177,-34.6520156,-58.4226709
Carrefour Express,Capital Federal,CABA,Av. Corrientes 1974,-34.604616,-58.3948555
Carrefour Express,Capital Federal,CABA,Av. Santa Fe 5052,-34.5769359,-58.4310697
Carrefour Express,Capital Federal,CABA,Av. Medrano 686,-34.6022092,-58.4209368
Carrefour Express,Capital Federal,CABA,Av. Juan Bautista Alberdi 5719,-34.6506049,-58.5016441
Carrefour Express,Capital Federal,CABA,Salta 1637,-34.6272868,-58.3829293
Carrefour Express,Capital Federal,CABA,Perú 916,-34.6187108,-58.3742951
Carrefour Express,Capital Federal,CABA,Av. Gaona 3567,-34.620817,-58.4751104
Carrefour Hipermercado,Santa Fe,Rosario,Eva Perón 5856,-32.9336176,-60.7006165
Carrefour Express,Capital Federal,CABA,Tucumán 2173,-34.6021073,-58.398051
Carrefour Express,Capital Federal,CABA,Eva Perón 3479,-34.6446279,-58.4647208
Carrefour Express,Capital Federal,CABA,Av. Caseros 3535,-34.6282655,-58.3772518
Carrefour Express,Capital Federal,CABA,Venezuela 4086,-34.6178356,-58.422346
Carrefour Express,Capital Federal,CABA,Av. San Juan 3900,-34.6261343,-58.4200433
Carrefour Express,Capital Federal,CABA,Av. San Juan 4351,-34.6266639,-58.425979
Carrefour Express,Capital Federal,CABA,Av. Almafuerte 880,-34.6481161,-58.4159155
Carrefour Express,Capital Federal,CABA,Fray C. Rodríguez 464,-34.6238031,-58.4646777
Carrefour Express,Capital Federal,CABA,Carlos Calvo 1826,-34.6202807,-58.3921068
Carrefour Express,Capital Federal,CABA,Olavarría 469,-34.6364509,-58.3594393
Carrefour Hipermercado,Buenos Aires,Merlo,Av. Argentina 1915,-34.6782132,-58.7268485
Carrefour Express,Capital Federal,CABA,Av. Gaona 1384,-34.6089551,-58.4485222
Carrefour Express,Capital Federal,CABA,Av. Belgrano 3447,-34.6154557,-58.415028
Carrefour Express,Buenos Aires,Lomas de Zamora,Murature 2169,-34.7278397,-58.4222422
Carrefour Express,Capital Federal,CABA,Av. Castañares 4854,-34.6670706,-58.4727178
Carrefour Express,Buenos Aires,Luján,Bartolomé Mitre 226,-34.5970145,-60.943769
Carrefour Express,Buenos Aires,José León Suárez,Av. Brig. Gral. Juan Manuel de Rosas 2553,-34.534488,-58.5762177
Carrefour Express,Capital Federal,CABA,Montañeses 2067,-34.5576694,-58.4485427
Carrefour Express,Buenos Aires,Haedo,Av. Rivadavia 16051,-34.6455206,-58.5908078
Carrefour Express,Buenos Aires,Adolfo Sourdeaux,Rosario 4558,-34.5024385,-58.6700338
Carrefour Express,Buenos Aires,Villa Ballester,Independencia 4731,-34.5506619,-58.5543468
Carrefour Hipermercado,Buenos Aires,Haedo,Dr. Luis Güemes 369,-34.6395395,-58.5811921
Carrefour Express,Buenos Aires,San Martín,Carrillo 2170,-34.5760032,-58.5388487
Carrefour Express,Buenos Aires,Victoria,Av. Pdte. Tte. Gral. J. D. Perón 3283,-34.4541012,-58.5407091
Carrefour Express,Buenos Aires,Del Viso,Av. Ing. Eduardo Madero 1050,-34.4534551,-58.7965583
Carrefour Express,Buenos Aires,Maquinista Savio,RP26 162,-34.403083,-58.7686202
Carrefour Express,Buenos Aires,Villa Adelina,Paraná 6543,-34.525685,-58.5488307
Carrefour Express,Buenos Aires,Beccar,Centenario 1890,-34.4612085,-58.5272492
Carrefour Express,Buenos Aires,Los Polvorines,25 de Mayo 2650,-34.5003212,-58.6948474
Carrefour Express,Buenos Aires,Castelar,Gob. Arias 2420,-34.6555638,-58.6425128
Carrefour Hipermercado,Chaco,Resistencia,Av. Ávalos,-27.4435712,-58.9923562
Carrefour Express,Buenos Aires,Tigre,Av. Cazón 1336,-34.4250611,-58.5779416
Carrefour Express,Buenos Aires,Munro,Vélez Sársfield 4690,-34.5307094,-58.524468
Carrefour Express,Buenos Aires,Morón,Sarmiento 837,-34.6479944,-58.620316
Carrefour Express,Buenos Aires,Don Bosco,Los Tilos 111,-34.6992439,-58.3019019
Carrefour Express,Buenos Aires,Florencio Varela,Camino Gral. Belgrano 6498,-34.7724209,-58.2780396
Carrefour Express,Buenos Aires,La Plata,Av. Arana 231,-34.8541099,-58.0798267
Carrefour Express,Buenos Aires,Monte Chingolo,Eva Perón 4461,-34.7291384,-58.3528375
Carrefour Express,Buenos Aires,Lanús,Cnel. D'Elia 1649,-34.7073871,-58.3905998
Carrefour Express,Buenos Aires,Burzaco,Carlos Pellegrini 844,-34.8255547,-58.3903359
Carrefour Express,Buenos Aires,Florencio Varela,Sallares 151,-34.8078511,-58.2754766
Carrefour Maxi,Chubut,Trelew,25 de Mayo 1665,-43.2588039,-65.3289815
Carrefour Express,Buenos Aires,Longchamps,Bolívar 1343,-34.8574193,-58.3822182
Carrefour Express,Buenos Aires,Almirante Brown,Guatambú 12,-34.8160864,-58.427501
Carrefour Express,Buenos Aires,Ezpeleta,Av. Centenario 5331,-34.7458429,-58.2418519
Carrefour Express,Buenos Aires,Banfield,Martín Rodríguez 1399,-34.7407172,-58.4030484
Carrefour Express,Buenos Aires,Quilmes,Av. Mitre 573,-34.7202984,-58.2549148
Carrefour Express,Buenos Aires,Gerli,Av. Hipólito Yrigoyen 2323,-34.6847012,-58.386568
Carrefour Express,Buenos Aires,Remedios de Escalada,Av. Gral. José de San Martín 3960,-34.7275895,-58.3953738
Carrefour Express,Buenos Aires,Glew,Sarmiento 72,-34.8884183,-58.384322
Carrefour Express,Buenos Aires,Budge,Claudio de Alas 2146,-34.7204198,-58.4628728
Carrefour Express,Buenos Aires,Lanús,Camino Gral. Belgrano 4861,-34.7093845,-58.3539033
Carrefour Hipermercado,Tucumán,San Miguel de Tucumán,Av. Catamarca 1116,-26.8266773,-65.2117739
Carrefour Express,Buenos Aires,Lanús,Eva Perón 3330,-34.7209969,-58.3630752
